time_min,stage,kind,detail
7885.00,inbound,unloaded,truck=52
7890.00,inbound,depart,truck=52
7915.00,sorting,sort_done,truck=52
7920.00,inbound,arrive,truck=53
7921.97,outbound,depart,truck=73;load_kind=flake;ton=0.0
7922.50,press,pallet_done,pallet=171;buffer=0
7926.97,inbound,weigh_in,truck=53
7946.97,inbound,unloaded,truck=53
7951.97,inbound,depart,truck=53
7965.00,press,pallet_done,pallet=172;buffer=0
7976.97,sorting,sort_done,truck=53
7980.00,inbound,arrive,truck=54
7985.00,inbound,weigh_in,truck=54
7991.72,outbound,depart,truck=74;load_kind=scr;ton=0.0
8005.00,inbound,unloaded,truck=54
8007.50,press,pallet_done,pallet=173;buffer=0
8010.00,inbound,depart,truck=54
8015.00,outbound,depart,truck=75;load_kind=scr;ton=0.0
8035.00,sorting,sort_done,truck=54
8040.00,inbound,arrive,truck=55
8045.00,inbound,weigh_in,truck=55
8050.00,press,pallet_done,pallet=174;buffer=0
8065.00,inbound,unloaded,truck=55
8070.00,inbound,depart,truck=55
8092.50,press,pallet_done,pallet=175;buffer=0
8095.00,sorting,sort_done,truck=55
8100.00,inbound,arrive,truck=56
8105.00,inbound,weigh_in,truck=56
8125.00,inbound,unloaded,truck=56
8130.00,inbound,depart,truck=56
8135.00,press,pallet_done,pallet=176;buffer=0
8155.00,sorting,sort_done,truck=56
8160.00,inbound,arrive,truck=57
8165.00,inbound,weigh_in,truck=57
8177.50,press,pallet_done,pallet=177;buffer=0
8185.00,inbound,unloaded,truck=57
8190.00,inbound,depart,truck=57
8215.00,sorting,sort_done,truck=57
8220.00,inbound,arrive,truck=58
8220.00,press,pallet_done,pallet=178;buffer=0
8225.00,inbound,weigh_in,truck=58
8241.52,outbound,arrive,truck=76;load_kind=scr
8245.00,inbound,unloaded,truck=58
8251.52,inbound,depart,truck=58
8262.50,press,pallet_done,pallet=179;buffer=0
8275.00,sorting,sort_done,truck=58
8280.00,inbound,arrive,truck=59
8285.00,inbound,weigh_in,truck=59
8293.39,outbound,arrive,truck=77;load_kind=scr
8305.00,inbound,unloaded,truck=59
8305.00,press,pallet_done,pallet=180;buffer=0
8305.00,outbound,arrive,truck=78;load_kind=flake
8310.00,inbound,depart,truck=59
8335.00,sorting,sort_done,truck=59
8340.00,inbound,arrive,truck=60
8342.14,outbound,arrive,truck=79;load_kind=scr
8345.00,inbound,weigh_in,truck=60
8347.50,press,pallet_done,pallet=181;buffer=0
8365.00,inbound,unloaded,truck=60
8365.67,outbound,arrive,truck=80;load_kind=flake
8370.00,inbound,depart,truck=60
8372.30,outbound,arrive,truck=81;load_kind=scr
8390.00,press,pallet_done,pallet=182;buffer=0
8395.00,sorting,sort_done,truck=60
8395.70,outbound,arrive,truck=82;load_kind=scr
8432.50,press,pallet_done,pallet=183;buffer=0
8455.00,melting,melt_done,furnace=1
8475.00,press,pallet_done,pallet=184;buffer=0
8491.52,outbound,depart,truck=76;load_kind=scr;ton=0.0
8517.50,press,pallet_done,pallet=185;buffer=0
8543.39,outbound,depart,truck=77;load_kind=scr;ton=0.0
8560.00,press,pallet_done,pallet=186;buffer=0
8561.20,outbound,depart,truck=78;load_kind=flake;ton=2.0
8572.42,outbound,arrive,truck=83;load_kind=flake
8596.88,outbound,arrive,truck=84;load_kind=scr
8599.80,outbound,depart,truck=79;load_kind=scr;ton=8.0
8602.50,press,pallet_done,pallet=187;buffer=0
8605.00,casting,flake_done,furnace=1;units=24
8618.58,outbound,arrive,truck=85;load_kind=flake
8629.60,outbound,depart,truck=80;load_kind=flake;ton=16.0
8634.60,outbound,depart,truck=81;load_kind=scr;ton=12.0
8645.00,press,pallet_done,pallet=188;buffer=0
8652.90,outbound,depart,truck=82;load_kind=scr;ton=12.0
8685.00,casting,scr_done,furnace=1;units=14
8685.00,melting,batch_done,furnace=1
8687.50,press,pallet_done,pallet=189;buffer=0
8692.00,outbound,depart,truck=84;load_kind=scr;ton=20.0
8730.00,press,pallet_done,pallet=190;buffer=0
8772.50,press,pallet_done,pallet=191;buffer=0
8815.00,press,pallet_done,pallet=192;buffer=0
8826.02,outbound,depart,truck=83;load_kind=flake;ton=6.0
8857.50,press,pallet_done,pallet=193;buffer=0
8865.30,outbound,arrive,truck=86;load_kind=scr
8868.58,outbound,depart,truck=85;load_kind=flake;ton=0.0
8900.00,press,pallet_done,pallet=194;buffer=0
8922.89,outbound,arrive,truck=87;load_kind=scr
8942.50,press,pallet_done,pallet=195;buffer=0
8942.50,melting,batch_collected,furnace=2;pallets=32
8985.00,press,pallet_done,pallet=196;buffer=0
9027.50,press,pallet_done,pallet=197;buffer=0
9070.00,press,pallet_done,pallet=198;buffer=0
9071.18,outbound,arrive,truck=88;load_kind=flake
9080.35,outbound,arrive,truck=89;load_kind=scr
9102.50,melting,elevator_done,furnace=2;trips=16
9112.50,press,pallet_done,pallet=199;buffer=0
9120.98,outbound,depart,truck=86;load_kind=scr;ton=4.0
9129.94,outbound,arrive,truck=90;load_kind=scr
9155.00,press,pallet_done,pallet=200;buffer=0
9172.89,outbound,depart,truck=87;load_kind=scr;ton=0.0
9197.50,press,pallet_done,pallet=201;buffer=0
9222.50,melting,melt_start,furnace=2
9240.00,inbound,arrive,truck=61
9240.00,press,pallet_done,pallet=202;buffer=0
9245.00,inbound,weigh_in,truck=61
9247.47,outbound,arrive,truck=91;load_kind=scr
9265.00,inbound,unloaded,truck=61
9270.00,inbound,depart,truck=61
9282.50,press,pallet_done,pallet=203;buffer=0
9295.00,sorting,sort_done,truck=61
9300.00,inbound,arrive,truck=62
9305.00,inbound,weigh_in,truck=62
9321.18,outbound,depart,truck=88;load_kind=flake;ton=0.0
9325.00,inbound,unloaded,truck=62
9325.00,press,pallet_done,pallet=204;buffer=0
9330.00,inbound,depart,truck=62
9335.00,outbound,depart,truck=89;load_kind=scr;ton=0.0
9355.00,sorting,sort_done,truck=62
9360.00,inbound,arrive,truck=63
9365.00,inbound,weigh_in,truck=63
9367.50,press,pallet_done,pallet=205;buffer=0
9379.94,outbound,depart,truck=90;load_kind=scr;ton=0.0
9385.00,inbound,unloaded,truck=63
9390.00,inbound,depart,truck=63
9410.00,press,pallet_done,pallet=206;buffer=0
9415.00,sorting,sort_done,truck=63
9420.00,inbound,arrive,truck=64
9425.00,inbound,weigh_in,truck=64
9445.00,inbound,unloaded,truck=64
9450.00,inbound,depart,truck=64
9452.50,press,pallet_done,pallet=207;buffer=0
9475.00,sorting,sort_done,truck=64
9480.00,inbound,arrive,truck=65
9485.00,inbound,weigh_in,truck=65
9495.00,press,pallet_done,pallet=208;buffer=0
9497.47,outbound,depart,truck=91;load_kind=scr;ton=0.0
9505.00,inbound,unloaded,truck=65
9510.00,inbound,depart,truck=65
9535.00,sorting,sort_done,truck=65
9537.50,press,pallet_done,pallet=209;buffer=0
9540.00,inbound,arrive,truck=66
9545.00,inbound,weigh_in,truck=66
9565.00,inbound,unloaded,truck=66
9570.00,inbound,depart,truck=66
9580.00,press,pallet_done,pallet=210;buffer=0
9595.00,sorting,sort_done,truck=66
9600.00,inbound,arrive,truck=67
9605.00,inbound,weigh_in,truck=67
9620.57,outbound,arrive,truck=92;load_kind=flake
9622.50,press,pallet_done,pallet=211;buffer=0
9625.00,inbound,unloaded,truck=67
9630.57,inbound,depart,truck=67
9655.00,sorting,sort_done,truck=67
9660.00,inbound,arrive,truck=68
9665.00,inbound,weigh_in,truck=68
9665.00,press,pallet_done,pallet=212;buffer=0
9666.94,outbound,arrive,truck=93;load_kind=scr
9685.00,inbound,unloaded,truck=68
9690.00,inbound,depart,truck=68
9707.50,press,pallet_done,pallet=213;buffer=0
9715.00,sorting,sort_done,truck=68
9720.00,inbound,arrive,truck=69
9725.00,inbound,weigh_in,truck=69
9745.00,inbound,unloaded,truck=69
9750.00,inbound,depart,truck=69
9750.00,press,pallet_done,pallet=214;buffer=0
9775.00,sorting,sort_done,truck=69
9780.00,inbound,arrive,truck=70
9785.00,inbound,weigh_in,truck=70
9792.50,press,pallet_done,pallet=215;buffer=0
9805.00,inbound,unloaded,truck=70
9810.00,inbound,depart,truck=70
9835.00,sorting,sort_done,truck=70
9835.00,press,pallet_done,pallet=216;buffer=0
9844.97,outbound,arrive,truck=94;load_kind=flake
9863.96,outbound,arrive,truck=95;load_kind=scr
9873.96,outbound,depart,truck=92;load_kind=flake;ton=0.0
9877.50,press,pallet_done,pallet=217;buffer=0
9913.27,outbound,arrive,truck=96;load_kind=flake
9916.94,outbound,depart,truck=93;load_kind=scr;ton=0.0
9920.00,press,pallet_done,pallet=218;buffer=0
9939.14,outbound,arrive,truck=97;load_kind=scr
9942.50,melting,melt_done,furnace=2
9962.50,press,pallet_done,pallet=219;buffer=0
9991.83,outbound,arrive,truck=98;load_kind=scr
10005.00,press,pallet_done,pallet=220;buffer=0
10047.50,press,pallet_done,pallet=221;buffer=0
10063.76,outbound,arrive,truck=99;load_kind=flake
